,Ticker,Date,Open,HighLow,Close,Volume,Count,WAP,High,Low
0,BIL,20220711,91.425,,91.425,-1,-1,-1.0,91.425,91.425
0,BIL,20220712,91.425,,91.425,-1,-1,-1.0,91.425,91.425
0,BIL,20220713,91.425,,91.415,-1,-1,-1.0,91.425,91.405
0,BIL,20220714,91.415,,91.425,-1,-1,-1.0,91.425,91.415
0,BIL,20220715,91.425,,91.425,-1,-1,-1.0,91.425,91.425
0,BITO,20220616,13.155,,12.915,-1,-1,-1.0,13.295,12.835
0,BITO,20220617,12.765,,12.715,-1,-1,-1.0,12.955,12.605
0,BITO,20220621,13.11,,12.945,-1,-1,-1.0,13.475,12.935
0,BITO,20220622,12.725,,12.45,-1,-1,-1.0,12.945,12.265
0,BITO,20220623,12.725,,12.965,-1,-1,-1.0,12.965,12.455
0,BITO,20220624,13.15,,13.17,-1,-1,-1.0,13.255,12.875
0,BITO,20220627,13.135,,12.865,-1,-1,-1.0,13.145,12.635
0,BITO,20220628,12.985,,12.475,-1,-1,-1.0,13.065,12.455
0,BITO,20220629,12.435,,12.49,-1,-1,-1.0,12.525,12.265
0,BITO,20220630,11.865,,11.615,-1,-1,-1.0,11.885,11.555
0,BITO,20220701,11.895,,11.955,-1,-1,-1.0,12.145,11.855
0,BITO,20220705,11.95,,12.615,-1,-1,-1.0,12.665,11.905
0,BITO,20220706,12.475,,12.545,-1,-1,-1.0,12.655,12.385
0,BITO,20220707,12.6,,13.515,-1,-1,-1.0,13.535,12.585
0,BITO,20220708,13.225,,13.465,-1,-1,-1.0,13.685,13.095
0,BITO,20220711,12.69,,12.655,-1,-1,-1.0,12.805,12.495
0,BITO,20220712,12.275,,11.94,-1,-1,-1.0,12.365,11.885
0,BITO,20220713,11.74,,12.125,-1,-1,-1.0,12.355,11.675
0,BITO,20220714,12.155,,12.745,-1,-1,-1.0,12.905,12.115
0,BITO,20220715,12.95,,13.095,-1,-1,-1.0,13.095,12.765
0,DIA,20220616,301.405,,300.04,-1,-1,-1.0,301.66,298.01
0,DIA,20220617,298.31,,298.705,-1,-1,-1.0,301.585,296.4
0,DIA,20220621,303.055,,305.315,-1,-1,-1.0,306.465,302.6
0,DIA,20220622,301.535,,304.56,-1,-1,-1.0,307.695,301.315
0,DIA,20220623,305.655,,306.735,-1,-1,-1.0,307.08,302.77
0,DIA,20220624,309.31,,315.09,-1,-1,-1.0,315.1,309.075
0,DIA,20220627,315.475,,314.395,-1,-1,-1.0,315.885,313.38
0,DIA,20220628,316.02,,309.395,-1,-1,-1.0,318.74,309.235
0,DIA,20220629,310.345,,310.06,-1,-1,-1.0,311.5,308.805
0,DIA,20220630,306.745,,307.925,-1,-1,-1.0,309.82,304.24
0,DIA,20220701,307.325,,310.885,-1,-1,-1.0,311.33,304.745
0,DIA,20220705,306.56,,309.74,-1,-1,-1.0,309.745,303.57
0,DIA,20220706,309.98,,310.415,-1,-1,-1.0,312.275,307.915
0,DIA,20220707,312.555,,313.88,-1,-1,-1.0,314.295,311.545
0,DIA,20220708,313.435,,313.445,-1,-1,-1.0,315.15,312.155
0,DIA,20220711,311.62,,311.765,-1,-1,-1.0,313.725,311.18
0,DIA,20220712,310.55,,310.01,-1,-1,-1.0,313.54,308.615
0,DIA,20220713,306.175,,307.725,-1,-1,-1.0,309.925,305.105
0,DIA,20220714,302.64,,306.385,-1,-1,-1.0,306.845,301.46
0,DIA,20220715,310.775,,312.685,-1,-1,-1.0,312.785,309.13
0,EEM,20220616,39.555,,39.535,-1,-1,-1.0,39.725,39.255
0,EEM,20220617,39.955,,39.695,-1,-1,-1.0,40.045,39.425
0,EEM,20220621,40.235,,40.335,-1,-1,-1.0,40.475,40.185
0,EEM,20220622,39.485,,39.575,-1,-1,-1.0,39.855,39.415
0,EEM,20220623,39.705,,39.735,-1,-1,-1.0,39.915,39.355
0,EEM,20220624,40.165,,40.675,-1,-1,-1.0,40.675,40.095
0,EEM,20220627,40.905,,40.695,-1,-1,-1.0,40.945,40.635
0,EEM,20220628,41.02,,40.465,-1,-1,-1.0,41.185,40.415
0,EEM,20220629,40.355,,40.305,-1,-1,-1.0,40.455,40.155
0,EEM,20220630,39.745,,40.125,-1,-1,-1.0,40.185,39.505
0,EEM,20220701,39.615,,39.855,-1,-1,-1.0,39.855,39.375
0,EEM,20220705,39.025,,39.535,-1,-1,-1.0,39.535,38.865
0,EEM,20220706,39.255,,39.285,-1,-1,-1.0,39.405,38.965
0,EEM,20220707,39.835,,40.115,-1,-1,-1.0,40.265,39.835
0,EEM,20220708,39.955,,40.075,-1,-1,-1.0,40.255,39.815
0,EEM,20220711,39.175,,39.005,-1,-1,-1.0,39.225,38.865
0,EEM,20220712,38.855,,38.855,-1,-1,-1.0,39.065,38.685
0,EEM,20220713,38.305,,38.775,-1,-1,-1.0,38.985,38.305
0,EEM,20220714,38.37,,38.455,-1,-1,-1.0,38.495,38.055
0,EEM,20220715,38.445,,38.665,-1,-1,-1.0,38.665,38.125
0,EFA,20220616,61.59,,61.755,-1,-1,-1.0,62.175,61.345
0,EFA,20220617,61.675,,61.475,-1,-1,-1.0,61.995,61.125
0,EFA,20220621,62.585,,62.415,-1,-1,-1.0,62.765,62.385
0,EFA,20220622,61.7,,61.995,-1,-1,-1.0,62.565,61.625
0,EFA,20220623,61.83,,61.915,-1,-1,-1.0,62.005,61.275
0,EFA,20220624,62.79,,63.775,-1,-1,-1.0,63.785,62.735
0,EFA,20220627,63.65,,63.515,-1,-1,-1.0,63.935,63.425
0,EFA,20220628,64.025,,63.075,-1,-1,-1.0,64.225,63.055
0,EFA,20220629,63.11,,62.825,-1,-1,-1.0,63.285,62.785
0,EFA,20220630,61.705,,62.545,-1,-1,-1.0,62.585,61.465
0,EFA,20220701,61.71,,62.645,-1,-1,-1.0,62.645,61.495
0,EFA,20220705,60.65,,61.315,-1,-1,-1.0,61.315,60.405
0,EFA,20220706,61.19,,61.365,-1,-1,-1.0,61.485,60.855
0,EFA,20220707,61.865,,62.275,-1,-1,-1.0,62.285,61.865
0,EFA,20220708,62.115,,62.365,-1,-1,-1.0,62.555,61.855
0,EFA,20220711,61.575,,61.345,-1,-1,-1.0,61.745,61.295
0,EFA,20220712,61.245,,61.335,-1,-1,-1.0,61.835,61.195
0,EFA,20220713,60.57,,61.295,-1,-1,-1.0,61.555,60.505
0,EFA,20220714,59.985,,60.435,-1,-1,-1.0,60.485,59.545
0,EFA,20220715,60.885,,61.415,-1,-1,-1.0,61.435,60.615
0,EMB,20220616,85.27,,85.475,-1,-1,-1.0,85.77,84.745
0,EMB,20220617,85.825,,85.915,-1,-1,-1.0,86.215,85.24
0,EMB,20220621,85.755,,85.75,-1,-1,-1.0,86.29,85.555
0,EMB,20220622,85.835,,85.845,-1,-1,-1.0,86.205,85.765
0,EMB,20220623,86.265,,86.37,-1,-1,-1.0,86.475,86.055
0,EMB,20220624,86.315,,86.495,-1,-1,-1.0,86.945,86.305
0,EMB,20220627,86.255,,85.325,-1,-1,-1.0,86.3,85.285
0,EMB,20220628,85.23,,84.775,-1,-1,-1.0,85.335,84.455
0,EMB,20220629,84.52,,84.965,-1,-1,-1.0,85.025,84.065
0,EMB,20220630,84.77,,85.29,-1,-1,-1.0,85.475,84.27
0,EMB,20220701,85.735,,86.145,-1,-1,-1.0,86.35,85.675
0,EMB,20220705,85.215,,85.45,-1,-1,-1.0,85.505,84.995
0,EMB,20220706,85.155,,84.755,-1,-1,-1.0,85.335,84.685
0,EMB,20220707,84.97,,84.985,-1,-1,-1.0,85.285,84.905
0,EMB,20220708,84.755,,84.605,-1,-1,-1.0,84.83,84.225
0,EMB,20220711,84.43,,83.885,-1,-1,-1.0,84.575,83.53
0,EMB,20220712,83.495,,83.635,-1,-1,-1.0,83.775,83.375
0,EMB,20220713,82.315,,83.3,-1,-1,-1.0,83.415,82.3
0,EMB,20220714,82.345,,81.875,-1,-1,-1.0,82.535,81.875
0,EMB,20220715,82.645,,82.695,-1,-1,-1.0,82.955,82.365
0,EUFN,20220616,15.705,,15.775,-1,-1,-1.0,15.875,15.625
0,EUFN,20220617,15.86,,15.745,-1,-1,-1.0,15.945,15.645
0,EUFN,20220621,16.245,,16.155,-1,-1,-1.0,16.27,16.135
0,EUFN,20220622,15.995,,16.065,-1,-1,-1.0,16.245,15.95
0,EUFN,20220623,15.795,,15.745,-1,-1,-1.0,15.815,15.535
0,EUFN,20220624,15.965,,16.205,-1,-1,-1.0,16.205,15.945
0,EUFN,20220627,16.19,,16.145,-1,-1,-1.0,16.255,16.075
0,EUFN,20220628,16.245,,16.035,-1,-1,-1.0,16.355,16.035
0,EUFN,20220629,15.99,,15.915,-1,-1,-1.0,16.215,15.905
0,EUFN,20220630,15.525,,15.76,-1,-1,-1.0,15.785,15.415
0,EUFN,20220701,15.535,,15.765,-1,-1,-1.0,15.765,15.415
0,EUFN,20220705,15.005,,15.125,-1,-1,-1.0,15.125,14.835
0,EUFN,20220706,14.93,,14.995,-1,-1,-1.0,15.025,14.855
0,EUFN,20220707,15.21,,15.315,-1,-1,-1.0,15.335,15.21
0,EUFN,20220708,15.36,,15.385,-1,-1,-1.0,15.435,15.245
0,EUFN,20220711,15.165,,15.065,-1,-1,-1.0,15.175,15.055
0,EUFN,20220712,14.9,,15.065,-1,-1,-1.0,15.225,14.9
0,EUFN,20220713,14.915,,14.995,-1,-1,-1.0,15.065,14.795
0,EUFN,20220714,14.515,,14.525,-1,-1,-1.0,14.575,14.365
0,EUFN,20220715,14.555,,14.735,-1,-1,-1.0,14.745,14.475
0,FXF,20220616,92.09,,92.75,-1,-1,-1.0,93.04,91.985
0,FXF,20220617,92.87,,92.3,-1,-1,-1.0,92.96,92.04
0,FXF,20220621,92.59,,92.645,-1,-1,-1.0,92.97,92.57
0,FXF,20220622,93.02,,93.125,-1,-1,-1.0,93.48,92.93
0,FXF,20220623,93.205,,93.26,-1,-1,-1.0,93.615,93.1
0,FXF,20220624,93.805,,93.475,-1,-1,-1.0,94.05,93.26
0,FXF,20220627,93.4,,93.63,-1,-1,-1.0,93.82,93.37
0,FXF,20220628,93.575,,93.555,-1,-1,-1.0,93.71,93.335
0,FXF,20220629,93.95,,93.745,-1,-1,-1.0,94.06,93.72
0,FXF,20220630,93.675,,93.795,-1,-1,-1.0,93.92,93.315
0,FXF,20220701,93.005,,93.29,-1,-1,-1.0,93.33,92.85
0,FXF,20220705,92.52,,92.485,-1,-1,-1.0,92.645,92.275
0,FXF,20220706,92.26,,92.27,-1,-1,-1.0,92.455,91.91
0,FXF,20220707,92.03,,91.92,-1,-1,-1.0,92.12,91.825
0,FXF,20220708,91.65,,91.69,-1,-1,-1.0,91.805,91.415
0,FXF,20220711,91.06,,91.195,-1,-1,-1.0,91.485,90.97
0,FXF,20220712,91.14,,91.175,-1,-1,-1.0,91.335,91.005
0,FXF,20220713,91.285,,91.47,-1,-1,-1.0,91.725,91.105
0,FXF,20220714,90.7,,91.02,-1,-1,-1.0,91.165,90.58
0,FXF,20220715,91.265,,91.625,-1,-1,-1.0,91.67,91.17
0,FXY,20220616,70.535,,70.915,-1,-1,-1.0,71.205,70.455
0,FXY,20220617,69.5,,69.335,-1,-1,-1.0,69.51,69.12
0,FXY,20220621,68.725,,68.49,-1,-1,-1.0,68.79,68.49
0,FXY,20220622,68.82,,68.725,-1,-1,-1.0,68.96,68.655
0,FXY,20220623,69.43,,69.385,-1,-1,-1.0,69.695,69.325
0,FXY,20220624,69.29,,69.22,-1,-1,-1.0,69.585,69.125
0,FXY,20220627,69.16,,69.105,-1,-1,-1.0,69.32,69.085
0,FXY,20220628,68.73,,68.725,-1,-1,-1.0,68.785,68.62
0,FXY,20220629,68.38,,68.52,-1,-1,-1.0,68.625,68.295
0,FXY,20220630,68.84,,68.955,-1,-1,-1.0,69.035,68.74
0,FXY,20220701,69.05,,69.185,-1,-1,-1.0,69.41,69.045
0,FXY,20220705,68.875,,68.93,-1,-1,-1.0,69.04,68.745
0,FXY,20220706,69.245,,68.885,-1,-1,-1.0,69.295,68.8
0,FXY,20220707,68.92,,68.805,-1,-1,-1.0,68.97,68.755
0,FXY,20220708,68.59,,68.77,-1,-1,-1.0,68.885,68.59
0,FXY,20220711,67.995,,68.11,-1,-1,-1.0,68.175,67.96
0,FXY,20220712,68.45,,68.385,-1,-1,-1.0,68.56,68.365
0,FXY,20220713,68.015,,68.155,-1,-1,-1.0,68.245,67.865
0,FXY,20220714,67.205,,67.365,-1,-1,-1.0,67.45,67.13
0,FXY,20220715,67.415,,67.555,-1,-1,-1.0,67.615,67.26
0,GLD,20220616,170.545,,172.725,-1,-1,-1.0,172.765,170.175
0,GLD,20220617,172.14,,171.265,-1,-1,-1.0,172.305,170.97
0,GLD,20220621,171.095,,170.67,-1,-1,-1.0,171.905,170.475
0,GLD,20220622,171.625,,171.33,-1,-1,-1.0,172.295,171.095
0,GLD,20220623,171.395,,170.26,-1,-1,-1.0,172.135,169.905
0,GLD,20220624,170.25,,170.045,-1,-1,-1.0,170.745,169.84
0,GLD,20220627,170.595,,169.895,-1,-1,-1.0,170.675,169.74
0,GLD,20220628,170.065,,169.635,-1,-1,-1.0,170.205,169.505
0,GLD,20220629,170.595,,169.505,-1,-1,-1.0,170.715,169.165
0,GLD,20220630,169.515,,168.425,-1,-1,-1.0,169.97,168.235
0,GLD,20220701,167.125,,168.275,-1,-1,-1.0,168.685,166.955
0,GLD,20220705,167.2,,164.715,-1,-1,-1.0,167.335,164.415
0,GLD,20220706,164.34,,162.125,-1,-1,-1.0,164.565,161.465
0,GLD,20220707,162.45,,162.255,-1,-1,-1.0,163.045,162.065
0,GLD,20220708,162.34,,162.315,-1,-1,-1.0,163.38,161.84
0,GLD,20220711,161.95,,161.455,-1,-1,-1.0,162.46,161.375
0,GLD,20220712,161.21,,160.845,-1,-1,-1.0,161.625,160.725
0,GLD,20220713,160.12,,161.56,-1,-1,-1.0,162.71,160.065
0,GLD,20220714,159.005,,159.275,-1,-1,-1.0,159.815,158.225
0,GLD,20220715,159.045,,158.975,-1,-1,-1.0,159.26,158.345
0,GOOGL,20220616,2145.64,,2121.535,-1,-1,-1.0,2172.055,2103.685
0,GOOGL,20220617,2122.5,,2141.77,-1,-1,-1.0,2174.135,2101.455
0,GOOGL,20220621,2180.685,,2231.32,-1,-1,-1.0,2249.425,2171.44
0,GOOGL,20220622,2211.445,,2229.115,-1,-1,-1.0,2267.05,2205.875
0,GOOGL,20220623,2246.55,,2245.005,-1,-1,-1.0,2254.2,2210.66
0,GOOGL,20220624,2261.525,,2360.48,-1,-1,-1.0,2361.35,2256.83
0,GOOGL,20220627,2369.065,,2317.025,-1,-1,-1.0,2371.87,2303.535
0,GOOGL,20220628,2316.445,,2240.155,-1,-1,-1.0,2346.605,2237.035
0,GOOGL,20220629,2234.945,,2233.47,-1,-1,-1.0,2262.735,2217.675
0,GOOGL,20220630,2198.0,,2180.49,-1,-1,-1.0,2217.915,2135.105
0,GOOGL,20220701,2159.67,,2174.465,-1,-1,-1.0,2184.82,2134.71
0,GOOGL,20220705,2144.795,,2266.04,-1,-1,-1.0,2267.105,2113.42
0,GOOGL,20220706,2265.875,,2291.435,-1,-1,-1.0,2311.74,2229.555
0,GOOGL,20220707,2303.375,,2375.41,-1,-1,-1.0,2383.795,2295.945
0,GOOGL,20220708,2339.53,,2387.415,-1,-1,-1.0,2394.17,2338.415
0,GOOGL,20220711,2358.955,,2314.055,-1,-1,-1.0,2360.985,2306.855
0,GOOGL,20220712,2322.655,,2281.395,-1,-1,-1.0,2339.035,2273.79
0,GOOGL,20220713,2232.185,,2226.495,-1,-1,-1.0,2283.555,2223.435
0,GOOGL,20220714,2207.005,,2207.945,-1,-1,-1.0,2222.075,2167.525
0,GOOGL,20220715,2237.835,,2235.775,-1,-1,-1.0,2262.515,2218.97
0,HYG,20220616,73.905,,73.82,-1,-1,-1.0,74.145,73.225
0,HYG,20220617,73.995,,74.115,-1,-1,-1.0,74.575,73.805
0,HYG,20220621,74.495,,74.035,-1,-1,-1.0,74.665,73.935
0,HYG,20220622,73.92,,73.945,-1,-1,-1.0,74.245,73.81
0,HYG,20220623,74.17,,74.535,-1,-1,-1.0,74.565,74.075
0,HYG,20220624,74.695,,75.035,-1,-1,-1.0,75.355,74.595
0,HYG,20220627,75.055,,74.615,-1,-1,-1.0,75.095,74.615
0,HYG,20220628,74.645,,73.775,-1,-1,-1.0,74.755,73.755
0,HYG,20220629,73.725,,73.645,-1,-1,-1.0,73.785,73.435
0,HYG,20220630,73.365,,73.605,-1,-1,-1.0,73.825,73.055
0,HYG,20220701,73.46,,73.975,-1,-1,-1.0,74.235,73.45
0,HYG,20220705,73.53,,73.925,-1,-1,-1.0,73.975,73.035
0,HYG,20220706,73.8,,73.645,-1,-1,-1.0,73.995,73.515
0,HYG,20220707,74.085,,74.835,-1,-1,-1.0,74.875,74.025
0,HYG,20220708,74.565,,74.91,-1,-1,-1.0,74.955,74.365
0,HYG,20220711,74.805,,74.52,-1,-1,-1.0,74.925,74.455
0,HYG,20220712,74.58,,74.775,-1,-1,-1.0,74.895,74.495
0,HYG,20220713,74.015,,74.705,-1,-1,-1.0,74.915,73.925
0,HYG,20220714,74.055,,74.515,-1,-1,-1.0,74.625,73.615
0,HYG,20220715,74.825,,75.465,-1,-1,-1.0,75.495,74.755
0,IEI,20220616,116.655,,117.705,-1,-1,-1.0,117.725,116.575
0,IEI,20220617,117.68,,117.6,-1,-1,-1.0,117.765,117.14
0,IEI,20220621,117.35,,117.36,-1,-1,-1.0,117.505,117.275
0,IEI,20220622,118.185,,118.245,-1,-1,-1.0,118.345,118.065
0,IEI,20220623,118.85,,118.7,-1,-1,-1.0,119.255,118.645
0,IEI,20220624,118.605,,118.515,-1,-1,-1.0,118.965,118.505
0,IEI,20220627,118.15,,118.14,-1,-1,-1.0,118.455,117.965
0,IEI,20220628,118.06,,118.2,-1,-1,-1.0,118.225,117.955
0,IEI,20220629,118.245,,118.705,-1,-1,-1.0,118.705,118.185
0,IEI,20220630,119.19,,119.325,-1,-1,-1.0,119.515,119.115
0,IEI,20220701,120.015,,120.17,-1,-1,-1.0,120.61,119.935
0,IEI,20220705,120.445,,120.335,-1,-1,-1.0,120.625,120.265
0,IEI,20220706,120.55,,119.6,-1,-1,-1.0,120.57,119.575
0,IEI,20220707,119.56,,119.19,-1,-1,-1.0,119.565,119.085
0,IEI,20220708,118.955,,118.79,-1,-1,-1.0,118.985,118.685
0,IEI,20220711,119.13,,119.235,-1,-1,-1.0,119.395,119.085
0,IEI,20220712,119.56,,119.405,-1,-1,-1.0,119.695,119.325
0,IEI,20220713,118.835,,119.42,-1,-1,-1.0,119.655,118.755
0,IEI,20220714,118.83,,119.06,-1,-1,-1.0,119.235,118.655
0,IEI,20220715,119.075,,119.27,-1,-1,-1.0,119.43,119.065
0,IGSB,20220616,50.045,,50.235,-1,-1,-1.0,50.235,50.015
0,IGSB,20220617,50.245,,50.245,-1,-1,-1.0,50.285,50.155
0,IGSB,20220621,50.22,,50.205,-1,-1,-1.0,50.275,50.195
0,IGSB,20220622,50.35,,50.265,-1,-1,-1.0,50.385,50.265
0,IGSB,20220623,50.4,,50.415,-1,-1,-1.0,50.545,50.385
0,IGSB,20220624,50.39,,50.45,-1,-1,-1.0,50.525,50.385
0,IGSB,20220627,50.37,,50.345,-1,-1,-1.0,50.425,50.325
0,IGSB,20220628,50.34,,50.315,-1,-1,-1.0,50.36,50.255
0,IGSB,20220629,50.32,,50.445,-1,-1,-1.0,50.455,50.295
0,IGSB,20220630,50.49,,50.545,-1,-1,-1.0,50.605,50.49
0,IGSB,20220701,50.65,,50.725,-1,-1,-1.0,50.785,50.625
0,IGSB,20220705,50.745,,50.755,-1,-1,-1.0,50.785,50.705
0,IGSB,20220706,50.8,,50.595,-1,-1,-1.0,50.805,50.595
0,IGSB,20220707,50.61,,50.615,-1,-1,-1.0,50.625,50.515
0,IGSB,20220708,50.525,,50.545,-1,-1,-1.0,50.585,50.505
0,IGSB,20220711,50.6,,50.515,-1,-1,-1.0,50.625,50.505
0,IGSB,20220712,50.58,,50.525,-1,-1,-1.0,50.615,50.525
0,IGSB,20220713,50.32,,50.515,-1,-1,-1.0,50.555,50.315
0,IGSB,20220714,50.33,,50.465,-1,-1,-1.0,50.495,50.285
0,IGSB,20220715,50.47,,50.535,-1,-1,-1.0,50.595,50.455
0,IJH,20220616,225.2,,219.33,-1,-1,-1.0,225.57,217.96
0,IJH,20220617,219.92,,221.19,-1,-1,-1.0,223.355,218.69
0,IJH,20220621,224.68,,224.155,-1,-1,-1.0,226.17,222.76
0,IJH,20220622,221.27,,223.33,-1,-1,-1.0,224.935,220.585
0,IJH,20220623,224.105,,224.7,-1,-1,-1.0,225.15,221.43
0,IJH,20220624,226.625,,232.725,-1,-1,-1.0,232.74,226.36
0,IJH,20220627,233.39,,233.52,-1,-1,-1.0,235.03,231.375
0,IJH,20220628,234.965,,230.125,-1,-1,-1.0,236.805,230.125
0,IJH,20220629,230.375,,228.355,-1,-1,-1.0,230.555,226.58
0,IJH,20220630,225.05,,226.285,-1,-1,-1.0,228.91,223.15
0,IJH,20220701,225.625,,229.06,-1,-1,-1.0,229.445,223.985
0,IJH,20220705,225.38,,228.765,-1,-1,-1.0,228.81,222.095
0,IJH,20220706,228.63,,227.4,-1,-1,-1.0,229.955,224.79
0,IJH,20220707,229.075,,232.195,-1,-1,-1.0,232.725,229.03
0,IJH,20220708,231.795,,231.515,-1,-1,-1.0,233.31,229.585
0,IJH,20220711,229.975,,228.785,-1,-1,-1.0,231.005,228.425
0,IJH,20220712,228.05,,228.36,-1,-1,-1.0,231.235,227.245
0,IJH,20220713,225.595,,227.76,-1,-1,-1.0,228.98,224.47
0,IJH,20220714,224.245,,225.505,-1,-1,-1.0,225.9,222.32
0,IJH,20220715,228.115,,229.875,-1,-1,-1.0,229.97,225.655
0,IWM,20220616,167.9,,163.905,-1,-1,-1.0,168.405,162.775
0,IWM,20220617,164.405,,165.185,-1,-1,-1.0,167.53,163.69
0,IWM,20220621,167.99,,168.145,-1,-1,-1.0,170.085,166.805
0,IWM,20220622,165.975,,167.815,-1,-1,-1.0,169.255,165.375
0,IWM,20220623,168.215,,169.855,-1,-1,-1.0,170.225,166.545
0,IWM,20220624,171.24,,175.065,-1,-1,-1.0,175.095,170.9
0,IWM,20220627,175.655,,175.8,-1,-1,-1.0,176.995,174.185
0,IWM,20220628,176.955,,172.525,-1,-1,-1.0,178.16,172.355
0,IWM,20220629,172.555,,170.685,-1,-1,-1.0,172.71,168.965
0,IWM,20220630,168.175,,169.545,-1,-1,-1.0,171.315,166.755
0,IWM,20220701,169.065,,171.485,-1,-1,-1.0,171.86,167.655
0,IWM,20220705,168.605,,172.84,-1,-1,-1.0,172.845,166.73
0,IWM,20220706,172.465,,171.555,-1,-1,-1.0,173.73,169.745
0,IWM,20220707,172.865,,175.645,-1,-1,-1.0,175.975,172.845
0,IWM,20220708,175.08,,175.585,-1,-1,-1.0,176.995,173.64
0,IWM,20220711,174.225,,172.015,-1,-1,-1.0,174.975,171.605
0,IWM,20220712,171.55,,171.495,-1,-1,-1.0,173.355,170.545
0,IWM,20220713,169.13,,171.325,-1,-1,-1.0,172.275,168.78
0,IWM,20220714,168.685,,169.635,-1,-1,-1.0,170.0,167.015
0,IWM,20220715,171.52,,173.09,-1,-1,-1.0,173.345,169.305
0,JNK,20220616,91.375,,91.135,-1,-1,-1.0,91.575,90.435
